side|set|type|id|title|image|rarity|gempId|setId|gempid|imageUrl|row1color|row2color|row3color|row4color|row5color|row6color|counters|damage|destiny|lore|power|powercubes1|powercubes2|powerdots1|powerdots2|whoCanUseTheCard1|whoCanUseTheCard2|
dark|menaceofdarthmaul|Character|83|Teemto Pagalies, Podracer Pilot|/menaceofdarthmaul/dark/83teemtopagaliespodracer.gif|uncommon|1_83|1|1_83|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/83teemtopagaliespodracer.gif|none|none|none|none|green|none|2|2|4|"""The Veknoid leemto Pagalies pines for one of Sebulba's masseuses."" - Rumor"|2|||||||
dark|menaceofdarthmaul|Character|84|Bib Fortuna, Twi'lek Advisor|/menaceofdarthmaul/dark/84bibfortunatwilekadvisor.gif|uncommon|1_84|1|1_84|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/84bibfortunatwilekadvisor.gif|none|none|none|none|green|none|2|1|5|The Twi'lek, Bib Fortuna, is Jabba the Hutt's faithful lieutenant.|2|||||||
dark|menaceofdarthmaul|Character|85|Ann and Tann Gella, Sebulba's Attendants|/menaceofdarthmaul/dark/85annandtanngella.gif|uncommon|1_85|1|1_85|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/85annandtanngella.gif|none|none|none|none|green|none|3|1|6|Twin Twileks always massage Sebulba before the big Boonta Eve Podrace|1|||||||
dark|menaceofdarthmaul|Character|86|Gragra, Chuba Peddler|/menaceofdarthmaul/dark/86gragrachubapeddler.gif|common|1_86|1|1_86|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/86gragrachubapeddler.gif|red|none|none|none|none|none|2|1|4|"""Hey! That'll be seven truguts!"" - Swokes Swokes Chuba Peddler"|2|||||||
dark|menaceofdarthmaul|Character|87|Passel Argente, Senator|/menaceofdarthmaul/dark/87passelargentesenator.gif|common|1_87|1|1_87|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/87passelargentesenator.gif|none|none|none|none|green|none|2|2|6|"""Enter the bureacrats, the true rules of the republic"" - Senator Palpatine"|2|||||||
dark|menaceofdarthmaul|Character|88|Trade Federation Tank, Armored Division|/menaceofdarthmaul/dark/88tradefederationtank.gif|rare|1_88|1|1_88|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/88tradefederationtank.gif|white|none|none|none|none|none|4|4|2|"""Each tank carries a crew of four battle droids."" - AAT Standard Operating Procedures"|5|||||||
dark|menaceofdarthmaul|Character|89|Destroyer Droid, Wheel Droid|/menaceofdarthmaul/dark/89destroyerdroidwheeldroid.gif|common|1_89|1|1_89|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/89destroyerdroidwheeldroid.gif|red|none|none|none|none|none|2|3|3|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/89destroyerdroidwheeldroid.gif|3|||||||
dark|menaceofdarthmaul|Character|90|Destroyer Droid, Defense Droid|/menaceofdarthmaul/dark/90destroyerdroiddefense.gif|common|1_90|1|1_90|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/90destroyerdroiddefense.gif|red|none|blue|none|green|none|3|2|2|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/90destroyerdroiddefense.gif|3|||||||
dark|menaceofdarthmaul|Character|91|Sith Probe Droid, Spy Drone|/menaceofdarthmaul/dark/91sithprobedroidspydrone.gif|common|1_91|1|1_91|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/91sithprobedroidspydrone.gif|red|white|blue|white|green|white|1|1|6|"""I will find them quickly, Master."" -Darth Maul"|1|||||||
dark|menaceofdarthmaul|Character|92|Pit Droid, Engineer|/menaceofdarthmaul/dark/92pitdroidengineer.gif|common|1_92|1|1_92|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/92pitdroidengineer.gif|none|none|none|none|green|none|1|1|5|"""It looks like they're clearing the grid."" - Fode and Beed"|1|||||||
dark|menaceofdarthmaul|Character|93|Pit Droid, Heavy Lifter|/menaceofdarthmaul/dark/93pitdroidheavylifter.gif|common|1_93|1|1_93|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/93pitdroidheavylifter.gif|none|none|none|none|green|none|1|1|5|Pit droids are cheap, durable laborers that can lift many times their own weight.|1|||||||
dark|menaceofdarthmaul|Character|94|Pit Droid, Mechanic|/menaceofdarthmaul/dark/94pitdroidmechanic.gif|common|1_94|1|1_94|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/94pitdroidmechanic.gif|none|none|none|none|green|none|1|1|5|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/94pitdroidmechanic.gif|1|||||||
dark|menaceofdarthmaul|Character|95|Tusken Raider, Nomad|/menaceofdarthmaul/dark/95tuskenraidernomad.gif|common|1_95|1|1_95|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/95tuskenraidernomad.gif|none|none|none|none|green|none|2|1|3|"Tusken Raider, also known as ""Sand People,"" roam the Jundland Wastes."|2|||||||
dark|menaceofdarthmaul|Character|96|Tusken Raider, Marksman|/menaceofdarthmaul/dark/96tuskenraidermarksman.gif|common|1_96|1|1_96|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/96tuskenraidermarksman.gif|none|none|none|none|green|none|2|1|3|"""A few Tusken Raiders have camped out on the Dune Canyon Turn."" - Fode and Beed"|2|||||||
dark|menaceofdarthmaul|Character|97|Battle Droid: Pilot, MTT Division|/menaceofdarthmaul/dark/97battledroidpilotmtt.gif|common|1_97|1|1_97|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/97battledroidpilotmtt.gif|none|none|blue|none|none|none|2|1|4|"""Begin landing your troops"". Darth Sidious"|2|||||||
dark|menaceofdarthmaul|Character|98|Battle Droid: Security, MTT Division|/menaceofdarthmaul/dark/98battledroidsecuritymtt.gif|common|1_98|1|1_98|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/98battledroidsecuritymtt.gif|none|none|blue|none|none|none|2|1|4|"""You're under arrest."" - battle droid"|2|||||||
dark|menaceofdarthmaul|Character|99|Battle Droid: Infantry, MTT Division|/menaceofdarthmaul/dark/99battledroidinfantrymtt.gif|common|1_99|1|1_99|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/99battledroidinfantrymtt.gif|none|none|blue|none|none|none|2|1|4|Their strength is in their great numbers and eerily automated discipline.|2|||||||
dark|menaceofdarthmaul|Character|100|Battle Droid: Officer, MTT Division|/menaceofdarthmaul/dark/100battledroidofficermtt.gif|common|1_100|1|1_100|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/100battledroidofficermtt.gif|red|white|blue|white|green|white|2|1|4|Volunteers will no match against a battle hardened Federation army. - Panaka|2|||||||
dark|menaceofdarthmaul|Character|101|Battle Droid: Pilot, AAT Division|/menaceofdarthmaul/dark/101battledroidpilotaat.gif|common|1_101|1|1_101|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/101battledroidpilotaat.gif|none|none|none|none|green|none|2|1|3|Battle droid pilots are distinguished by the blue coloring of their body armor.|2|||||||
dark|menaceofdarthmaul|Character|102|Battle Droid: Security, AAT Division|/menaceofdarthmaul/dark/102battledroidsecurityaat.gif|common|1_102|1|1_102|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/102battledroidsecurityaat.gif|none|none|none|none|green|none|2|1|3|Security battle droids are distinguished by the red coloring of their body armor.|2|||||||
dark|menaceofdarthmaul|Character|103|Battle Droid: Infantry, AAT Division|/menaceofdarthmaul/dark/103battledroidinfantryaat.gif|common|1_103|1|1_103|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/103battledroidinfantryaat.gif|none|none|none|none|green|none|2|1|3|Unlike other battle droids, infantry units do not have a color designation.|2|||||||
dark|menaceofdarthmaul|Character|104|Battle Droid: Officer, AAT Division|/menaceofdarthmaul/dark/104battledroidofficeraat.gif|common|1_104|1|1_104|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/104battledroidofficeraat.gif|none|none|none|none|green|none|2|1|3|Battle droid officers are distinguished by the yellow coloring of their body armor.|2|||||||
dark|menaceofdarthmaul|Character|105|Neimoidian, Trade Federation Pilot|/menaceofdarthmaul/dark/105neimoidiantrade.gif|starter set|1_105|1|1_105|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/105neimoidiantrade.gif|red|none|none|none|none|none|1|2|5|"""These Federation types are cowards. The negotiations will be short."" - Quj-Gon"|1|||||||
dark|menaceofdarthmaul|Character|106|Darth Maul, Sith Lord|/menaceofdarthmaul/dark/106darthmaulsithlord.gif|starter set|1_106|1|1_106|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/106darthmaulsithlord.gif|red|none|none|none|none|none|6|6|1|"""At last we will reveal ourselves to the Jedi."" Darth Maul"|3|||||||
dark|menaceofdarthmaul|Weapon|107|Sith Lightsaber|/menaceofdarthmaul/dark/107sithlightsaber.gif|rare|1_107|1|1_107|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/107sithlightsaber.gif|none|orange|none|none|none|none|1||2|"""The very Republic is threatened, if involved the Sith are."" - Yoda, Jedi Master"||1|0|1|0|Darth Maul or Darth Sidious|0|
dark|menaceofdarthmaul|Weapon|108|Aurra Sing's Blaster Rifle|/menaceofdarthmaul/dark/108aurrasingsblasterrifle.gif|rare|1_108|1|1_108|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/108aurrasingsblasterrifle.gif|none|orange|none|none|none|none|3||1|Aurra Sing||1|1|2|0|Aurra Sing|Any other character|
dark|menaceofdarthmaul|Weapon|109|Sebulba's Podracer|/menaceofdarthmaul/dark/109sebulbaspodracer.gif|rare|1_109|1|1_109|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/109sebulbaspodracer.gif|none|orange|none|none|none|none|1||2|"""Sebulba flashed me with his vents."" - Anakin Skywalker"||1|1|3|0|Sebulba|Any other Podracer pilot|
dark|menaceofdarthmaul|Weapon|110|Ben Quadinaros' Podracer|/menaceofdarthmaul/dark/110benquadinarospodracer.gif|uncommon|1_110|1|1_110|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/110benquadinarospodracer.gif|none|orange|none|none|none|none|3||3|Quidinaros' hastily rented pod never makes it past the starting line. Podracing Quarterly||1|0|3|0|Quidinaros' hastily rented pod never makes it past the starting line. Podracing Quarterly|any other Podracer pilot Quidinaros' hastily rented pod never makes it past the starting line. Podracing Quarterly|
dark|menaceofdarthmaul|Weapon|111|Gasgano's Podracer|/menaceofdarthmaul/dark/111gasganospodracer.gif|uncommon|1_111|1|1_111|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/111gasganospodracer.gif|none|orange|none|none|none|none|1||3|Racing on behalf of Gardulla the Hutt, Gasgano is the subject of frenzied betting.||1|1|3|0|Gasgano|Any other Podracer pilot|
dark|menaceofdarthmaul|Weapon|112|Mawhonic's Podracer|/menaceofdarthmaul/dark/112mawhonicspodracer.gif|uncommon|1_112|1|1_112|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/112mawhonicspodracer.gif|none|orange|none|none|none|none|1||3|"""Podracing... greed can be a powerful ally... if it's used properly."" - Qui-Gon Jinn"||1|1|3|0|Mawhonic|Any other Podracer pilot|
dark|menaceofdarthmaul|Weapon|113|Teemto Pagalies' Podracer|/menaceofdarthmaul/dark/113teemtopagaliespodracer.gif|uncommon|1_113|1|1_113|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/113teemtopagaliespodracer.gif|none|orange|none|none|none|none|1||3|"""They have Podracing on Malastare. Very fast, very dangerous."" - Qui-Gon Jinn"||1|1|3|0|Teemto Pagalies|Any other Podracer pilot|
dark|menaceofdarthmaul|Weapon|114|Trade Federation Tank Laser Cannon|/menaceofdarthmaul/dark/114tradefederationtanklaser.gif|uncommon|1_114|1|1_114|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/114tradefederationtanklaser.gif|none|orange|none|none|none|none|2||1|The main laser cannon on the AAT evokes fear in those who oppose the Trade Federation.||1|0|2|0|Any Trade Federation Tank|na|
dark|menaceofdarthmaul|Weapon|115|Multi Troop Transport|/menaceofdarthmaul/dark/115multitrooptransport.gif|uncommon|1_115|1|1_115|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/115multitrooptransport.gif|none|none|none|yellow|none|none|2||1|"""The Federations army's also much larger than we thought, and much stronger"". - Panaka"||1|1|2|0|Any destroyer droid|Any Battle droid|
dark|menaceofdarthmaul|Weapon|116|STAP|/menaceofdarthmaul/dark/116stap.gif|uncommon|1_116|1|1_116|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/116stap.gif|none|none|none|none|none|none|2||3|The Single Trooper Aerial Platform (STAP) is a hovercraft used by indivisual battle droids.||1|0|2|0|Any Battle Droid|0|
dark|menaceofdarthmaul|Weapon|117|Tatooine Thunder Rifle|/menaceofdarthmaul/dark/117tatooinethunderrifle.gif|common|1_117|1|1_117|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/117tatooinethunderrifle.gif|red|none|none|none|none|none|2||5|A large blaster used by gangsters and assassins, the Thunder rifle is a powerful weapon.||1|1|2|0|Any tusken Raider|Any other character|
dark|menaceofdarthmaul|Weapon|118|Battle Droid Blaster Rifle|/menaceofdarthmaul/dark/118battledroidblasterrifle.gif|common|1_118|1|1_118|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/118battledroidblasterrifle.gif|none|orange|none|none|none|none|1||4|The heavy recoil of the battle droid blaster rifile makes the weapon difficult to control.||1|0|1|0|Any battle droid or Neimoidian||
dark|menaceofdarthmaul|Weapon|119|Blaster|/menaceofdarthmaul/dark/119blaster.gif|common|1_119|1|1_119|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/119blaster.gif|none|orange|none|none|none|none|0||3|The blaster is a standard-issue weapo throughout the many world of the Trade Federation||1|0|0|0|Any characterThe blaster is a standard-issue weapo throughout the many world of the Trade Federation|nobody The blaster is a standard-issue weapo throughout the many world of the Trade Federation|
dark|menaceofdarthmaul|Weapon|120|Blaster Rifle|/menaceofdarthmaul/dark/120blasterrifle.gif|common|1_120|1|1_120|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/120blasterrifle.gif|none|orange|none|none|none|none|1||6|In the hands of a skilled marksman, a blaster rifle can be almost as deadly as a lightsaber.||1|0|0|0|Any character|na|
dark|menaceofdarthmaul|Battle|121|At Last We Will Have Revenge|/menaceofdarthmaul/dark/121atlastwewillhaverevenge.gif|rare|1_121|1|1_121|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/121atlastwewillhaverevenge.gif|white|white|white|yellow|white|white|3||5|It is too late for them to stop us now||||4||darth maul||
dark|menaceofdarthmaul|Battle|122|Begin Landing Your Troops|/menaceofdarthmaul/dark/122beginlandingyourtroops.gif|common|1_122|1|1_122|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/122beginlandingyourtroops.gif|none|none|none|yellow|none|none|0||4|"""We must accelerate our plans, Viceroy."" - Darth Sidious"||||1||Use with any two destroyer droids. They fight together.||
dark|menaceofdarthmaul|Battle|123|Boonta Eve Podrace|/menaceofdarthmaul/dark/123boontaevepodrace.gif|uncommon|1_123|1|1_123|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/123boontaevepodrace.gif|none|none|none|yellow|none|none|1||6|"""I'm entered in the Boonta race tommorow"" -Anakin Skywalker"||||2||Jabba the Hutt,Gardulla the Hutt, or Fode and Beed||
dark|menaceofdarthmaul|Battle|124|Grueling Contest|/menaceofdarthmaul/dark/124gruelingcontest.gif|uncommon|1_124|1|1_124|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/124gruelingcontest.gif|none|none|none|yellow|none|none|0||4|"""Everything around here revolves around betting on those awful races."" - Shmi Skywalker"||||2||Use with any Podracer pilot or any pit droid.||
dark|menaceofdarthmaul|Battle|125|In Complete Control|/menaceofdarthmaul/dark/125incompletecontrol.gif|common|1_125|1|1_125|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/125incompletecontrol.gif|none|none|none|yellow|none|none|0||4|"""We are in complete control of the planet.""-Nute Gunray"||||2||Use with any battle droid||
dark|menaceofdarthmaul|Battle|126|Kaa Bazza Kundee Hodrudda!|/menaceofdarthmaul/dark/126kaabazzakundeehodrudda.gif|uncommon|1_126|1|1_126|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/126kaabazzakundeehodrudda.gif|none|none|none|yellow|none|none|0||4|"""Chowbaso! Tam ka chee Boonta rulee ya, kee madda hodrudda du wundee."" - Jabba the Hutt"||||1||Use with Jabba and Bib Fortuna. They fight together.||
dark|menaceofdarthmaul|Battle|127|Opee Sea Killer|/menaceofdarthmaul/dark/127opeeseakiller.gif|common|1_127|1|1_127|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/127opeeseakiller.gif|white|white|white|yellow|white|white|0||4|||||0||||
dark|menaceofdarthmaul|Battle|128|Podrace Preparation|/menaceofdarthmaul/dark/128podracepreparation.gif|uncommon|1_128|1|1_128|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/128podracepreparation.gif|none|none|none|yellow|none|none|0||4|"""Me wompity du pom-pom."" - Sebulba"||||2||Use with Ann and Tann Gella and Sebulba. They fight together.||
dark|menaceofdarthmaul|Battle|129|Sandstorm|/menaceofdarthmaul/dark/129sandstorm.gif|common|1_129|1|1_129|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/129sandstorm.gif|white|white|white|yellow|white|white|0||5|||||3||||
dark|menaceofdarthmaul|Battle|130|Sniper|/menaceofdarthmaul/dark/130sniper.gif|common|1_130|1|1_130|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/130sniper.gif|white|white|white|yellow|white|white|0||4|||||4||||
dark|menaceofdarthmaul|Battle|131|The Invasion Is On Schedule|/menaceofdarthmaul/dark/131theinvasionisonschedule.gif|common|1_131|1|1_131|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/131theinvasionisonschedule.gif|none|none|none|yellow|none|none|0||4|"""Yes, my Lord, we have taken over the last pockets of primitive life forms.""-Nute Gunray"||||0||Use with any three battle droids. They fight together||
dark|menaceofdarthmaul|Battle|132|Vile Gangsters|/menaceofdarthmaul/dark/132vilegangsters.gif|uncommon|1_132|1|1_132|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/132vilegangsters.gif|none|none|none|yellow|none|none|0||4|"""Tatooine is very dangerous. It is controlled by an alliance of gangs called the Hutts."" - Panaka"||||4||Use with Jabba and Gardulla. They fight together.||
dark|menaceofdarthmaul|Battle|133|Watto's Wager|/menaceofdarthmaul/dark/133wattoswager.gif|uncommon|1_133|1|1_133|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/133wattoswager.gif|white|white|white|yellow|white|white|0||3|||||0||||
dark|menaceofdarthmaul|Battle|134|You Have Been Well Trained|/menaceofdarthmaul/dark/134youhavebeenwelltrained.gif|rare|1_134|1|1_134|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/134youhavebeenwelltrained.gif|none|none|none|yellow|none|none|0||1|"""They will be no match for you."" - Darth Sidious"||||0||two Character cards from the same character stack||
dark|menaceofdarthmaul|Location|135|Tatooine • Desert Landing Site|/menaceofdarthmaul/dark/135tatooinedesertlanding.gif|Starter Set|1_135|1||||||||||||||||||||
dark|menaceofdarthmaul|Location|136|Coruscant • Jedi Council Chamber|/menaceofdarthmaul/dark/136coruscantjedicouncil.gif|Starter Set|1_136|1||||||||||||||||||||
dark|menaceofdarthmaul|Location|137|Naboo • Gungan Swamp|/menaceofdarthmaul/dark/137naboogunganswamp.gif|Starter Set|1_137|1||||||||||||||||||||
dark|menaceofdarthmaul|Starship|138|Darth Maul's Starfighter, Sith Infiltrator|/menaceofdarthmaul/dark/138darthmaulsstarfighter.gif|Rare|1_138|1||||||||||||||||||||
dark|menaceofdarthmaul|Starship|139|Droid Starfighter|/menaceofdarthmaul/dark/139droidstarfighter.gif|Common|1_139|1||||||||||||||||||||
dark|menaceofdarthmaul|Starship|140|Battleship, Trade Federation Transport|/menaceofdarthmaul/dark/140battleshiptrade.gif|Common|1_140|1||||||||||||||||||||
light|menaceofdarthmaul|Character|1|Obi-Wan Kenobi, Young Jedi|/menaceofdarthmaul/light/1obiwankenobiyoungjedi.gif|rare|1_1|1|1_1|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/1obiwankenobiyoungjedi.gif|red|none|none|none|none|none|5|5|3|"""Master Yoda says I should be mindful of the future...""-Obi-Wan Kenobi"|5|||||||
light|menaceofdarthmaul|Character|2|Qui-Gon Jinn, Jedi Master|/menaceofdarthmaul/light/2quigonjinnjedimaster.gif|rare|1_2|1|1_2|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/2quigonjinnjedimaster.gif|red|none|none|none|none|none|6|5|1|"""This is a lesson I hope you've learned, my young Padawan."" - Qui-Gon Jinn"|6|||||||
light|menaceofdarthmaul|Character|3|Jar Jar Binks, Gungan Chuba Thief|/menaceofdarthmaul/light/3jarjarbinksgunganchuba.gif|rare|1_3|1|1_3|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/3jarjarbinksgunganchuba.gif|none|none|blue|none|none|none|4|2|3|"""Why mesa always da one1"" - Jar Jar Binks"|4|||||||
light|menaceofdarthmaul|Character|4|Anakin Skywalker, Podracer Pilot|/menaceofdarthmaul/light/4anakinskywalkerpodracer.gif|rare|1_4|1|1_4|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/4anakinskywalkerpodracer.gif|none|none|blue|none|none|none|3|4|4|"""You must have Jedi reflexes if you race pods"" - Qui-Gon Jinn"|0|||||||
light|menaceofdarthmaul|Character|5|Padmé Naberrie, Handmaiden|/menaceofdarthmaul/light/5padmenaberriehandmaiden.gif|rare|1_5|1|1_5|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/5padmenaberriehandmaiden.gif|none|none|blue|none|none|none|3|2|5|"""Her Highness commands you to take her handmaiden with you."" - Panaka"|3|||||||
light|menaceofdarthmaul|Character|6|Captain Panaka, Protector of the Queen|/menaceofdarthmaul/light/6captainpanakaprotetor.gif|rare|1_6|1|1_6|https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/light/6captainpanakaprotetor.gif|none|none|blue|none|none|none|3|3|2|Captain panaka heads the Royal Security Forces|4|||||||
